sku,nombre_contifico,problema,sugerencia,raw_categoria_id,raw_marca_nombre,raw_codigo_barra
A163-1-15.5-S2,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,A1631202491552
A108-1-17.5-S2,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,A1081202491752
A108-1-15.5-S2,H. CAMISA P/S WHITE BRUNO CASSINI 34-35,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,A1081202491552
LBPC-B04-101S-SL/XL,H. CAMISA P/H M/L SALMON LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,743682046682
LBPC-B04-101S-SL/S,H. CAMISA P/H M/L SALMON LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,743682046651
LBPC-B04-101S-SL/M,H. CAMISA P/H M/L SALMON LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,743682046668
LBPC-B04-101S-BL/M,H. CAMISA P/H M/L BLACK LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,743682046545
LBPC-B04-101S-BL/L,H. CAMISA P/H M/L BLACK LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,743682046552
LBPC-B03-101SS-NV/XL,H. CAMISA P/H M/C NAVY LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,743682045449
LBPC-B03-101SS-NV/S,H. CAMISA P/H M/C NAVY LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,743682045418
LBPC-B03-101SS-NV/M,H. CAMISA P/H M/C NAVY LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,743682045425
LBPC-B03-101SS-NV/L,H. CAMISA P/H M/C NAVY LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,743682045432
LBPC-B03-101S-WH/XL,H. CAMISA P/H M/C WHITE LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,7448332161199
LBPC-B03-101S-WH/S,H. CAMISA P/H M/C WHITE LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,7448356265248
LBPC-B03-101S-WH/M,H. CAMISA P/H M/C WHITE LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,7448336688654
LBPC-B03-101S-WH/L,H. CAMISA P/H M/C WHITE LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,7448339962959
LBPC-B04-102S-SK/M,H. CAMISA P/H M/L SKY LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,7448357132167
LBPC-B04-102S-SK/L,H. CAMISA P/H M/L SKY LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,7448339977960
LBPC-B04-102S-NV/XL,H. CAMISA P/H M/L NAVY LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,743682047405
LBPC-C31-223R-BL/XL,H. POLO P/HOMBRE BLACK LONG BEACH,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,0743682085582
LBPC-C31-223R-BL/S,H. POLO P/HOMBRE BLACK LONG BEACH,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,0743682085551
LBPC-C31-223R-BL/M,H. POLO P/HOMBRE BLACK LONG BEACH,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,0743682085568
LBPC-C31-223R-BL/L,H. POLO P/HOMBRE BLACK LONG BEACH,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,0743682085575
LBPC-B04-101S-NV/L,H. CAMISA P/HOMBRE M/L NAVY LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,7448332385311
LBPC-B04-101S-NV/M,H. CAMISA P/HOMBRE M/L NAVY LONG BEACH,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,LONG BEACH CAMISAS,7448336158126
OPKB0300-402/M,H. POLO P/H M/C BALLAD BLUE PENGUIN,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,PENGUIN CAMISETAS,799016397616
OPKB0300-402/S,H. POLO P/H M/C BALLAD BLUE PENGUIN,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,PENGUIN CAMISETAS,799016397609
OPKB0300-402/XL,H. POLO P/H M/C BALLAD BLUE PENGUIN,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,PENGUIN CAMISETAS,799016397630
23E2780-N-BC-2/50,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E2780N20245032
23E2780-N-BC-2/52,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E2780N20245234
23E2780-N-BC-2/54,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E2780N20245436
23E2780-N-BC-2/56,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E2780N20245638
23E2780-N-BC-2/58,H. TERNO P/CABALLERO BRUNO CASSINI NAVY,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E2780N20245840
23E312010-8BC-2/46,H. TERNO P/CABALLERO BRUNO CASSINI GRIS,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E3120108244628
23E312010-8BC-2/48,H. TERNO P/CABALLERO BRUNO CASSINI GRIS,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E3120108244830
23E3705-25BC-2/46,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E37052520244628
23E3705-25BC-2/48,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E37052520244830
23E3705-25BC-2/50,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E37052520245032
23E3705-25BC-2/52,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E37052520245234
23E3705-25BC-2/54,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E37052520245436
23E3705-25BC-2/56,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E37052520245638
23E3705-25BC-2/58,H. TERNO P/CABALLERO BRUNO CASSINI AZUL,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E37052520245840
23E5296-4BC-2/46,H. TERNO P/CABALLERO BRUNO CASSINI GREEN,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E5296420244628
23E5296-4BC-2/48,H. TERNO P/CABALLERO BRUNO CASSINI GREEN,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E5296420244830
23E5296-4BC-2/50,H. TERNO P/CABALLERO BRUNO CASSINI GREEN,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E5296420245032
23E5296-4BC-2/52,H. TERNO P/CABALLERO BRUNO CASSINI GREEN,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E5296420245234
23E5296-4BC-2/54,H. TERNO P/CABALLERO BRUNO CASSINI GREEN,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E5296420245436
23E5296-4BC-2/56,H. TERNO P/CABALLERO BRUNO CASSINI GREEN,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E5296420245638
23E5296-4BC-2/58,H. TERNO P/CABALLERO BRUNO CASSINI GREEN,SKU duplicado,Depurar duplicados,GP9aQE1Xc6g9aDMQ,CASSINI TERNOS - CABALLEROS,23E5296420245840
TL-D23-1101C.A/34,H. PANTALON TED LAPIDUS CASUAL P/CABALLERO KHAKI,SKU duplicado,Depurar duplicados,onPeEolPsWOnbp1v,TED LAPIDUS PANTALON P/CABALLERO,745304087345
TL-D23-1101C.A/38,H. PANTALON TED LAPIDUS CASUAL P/CABALLERO KHAKI,SKU duplicado,Depurar duplicados,onPeEolPsWOnbp1v,TED LAPIDUS PANTALON P/CABALLERO,745304087347
TL-D23-1101C.A/36,H. PANTALON TED LAPIDUS CASUAL P/CABALLERO KHAKI,SKU duplicado,Depurar duplicados,onPeEolPsWOnbp1v,TED LAPIDUS PANTALON P/CABALLERO,745304087346
TL-D23-1101C.A/40,H. PANTALON TED LAPIDUS CASUAL P/CABALLERO KHAKI,SKU duplicado,Depurar duplicados,onPeEolPsWOnbp1v,TED LAPIDUS PANTALON P/CABALLERO,7453040873487
LBPC-A31-243S-CHRR/XL,H. POLO LONG BEACH M/C P/CABALLERO CHERRY,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682034856
LBPC-A31-243S-WH/XL,H. POLO LONG BEACH M/C P/CABALLERO WHITE,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682034771
LBPC-B31-101S-BL/XL,H. POLO LONG BEACH M/C P/CABALLERO BLACK,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682033613
LBPC-B31-101S-BL/S,H. POLO LONG BEACH M/C P/CABALLERO BLACK,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682033583
LBPC-B31-101S-BL/M,H. POLO LONG BEACH M/C P/CABALLERO BLACK,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682033590
LBPC-B31-101S-BL/L,H. POLO LONG BEACH M/C P/CABALLERO BLACK,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682033606
LBPC-B31-101S-IN/S,H. POLO LONG BEACH M/C P/CABALLERO INDIGO,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682033866
LBPC-B31-101S-IN/M,H. POLO LONG BEACH M/C P/CABALLERO INDIGO,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682033873
LBPC-B31-101S-IN/L,H. POLO LONG BEACH M/C P/CABALLERO INDIGO,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682033880
LBPC-A31-243S-BL/XL,H. POLO LONG BEACH M/C P/CABALLERO BLACK,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682034733
LBPC-A31-243S-CHRR/L,H. POLO LONG BEACH M/C P/CABALLERO CHERRY,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682034849
LBPC-A31-243S-WH/S,H. POLO LONG BEACH M/C P/CABALLERO WHITE,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682034740
LBPC-B31-101S-CHRR/S,H. POLO LONG BEACH M/C P/CABALLERO CHERRY,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682033705
LBPC-B31-101S-CHRR/XL,H. POLO LONG BEACH M/C P/CABALLERO CHERRY,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682033736
LBPC-A31-243S-CHRR/S,H. POLO LONG BEACH M/C P/CABALLERO CHERRY,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682034825
LBPC-A31-243S-LK/S,H. POLO LONG BEACH M/C P/CABALLERO LAKE,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682034863
LBPC-A31-243S-CHRR/M,H. POLO LONG BEACH M/C P/CABALLERO CHERRY,SKU duplicado,Depurar duplicados,gArb6J8JHo7MbyR7,LONG BEACH CAMISETAS,743682034832
CUWME029-112/XL,H. CAMISA P/H M/C BRILLIANT WHITE CUBAVERA,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,713610668590
CUWME029-112/S,H. CAMISA P/H M/C BRILLIANT WHITE CUBAVERA,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,713610668569
CV-L20-002BL-F/40,H. PANTALON CARVEN P/CABALLERO BLACK,SKU duplicado,Depurar duplicados,onPeEolPsWOnbp1v,CARVEN PANTALON VESTIR,7448336589517
CV-L20-002BL-F/36,H. PANTALON CARVEN P/CABALLERO BLACK,SKU duplicado,Depurar duplicados,onPeEolPsWOnbp1v,CARVEN PANTALON VESTIR,7448339025036
CV-L20-002BL-F/32,H. PANTALON CARVEN P/CABALLERO BLACK,SKU duplicado,Depurar duplicados,onPeEolPsWOnbp1v,CARVEN PANTALON VESTIR,7448342485421
CV-L20-002BL-F/30,H. PANTALON CARVEN P/CABALLERO BLACK,SKU duplicado,Depurar duplicados,onPeEolPsWOnbp1v,CARVEN PANTALON VESTIR,7448337432461
CUWSP002-112/M,H. CAMISA CUBAVERA M/C P/CABALLERO BRILLIANT WHITE,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,7448342471493
CUWME006-439/XL,H. CAMISA P/H M/C AQUA ESQUE CUBAVERA,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,713610667920
CUWME006-439/L,H. CAMISA P/H M/C AQUA ESQUE CUBAVERA,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CUBAVERA CAMISAS,713610667913
C9HW0034-100D/XL,H. CAMISA CUBAVERA M/L LINO P/CABALLERO BRIGHT WHITE,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CUBAVERA GUAYABERA,795570519679
C9HW0034-100D/S,H. CAMISA CUBAVERA M/L LINO P/CABALLERO BRIGHT WHITE,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CUBAVERA GUAYABERA,795570519693
C9HW0034-100D/M,H. CAMISA CUBAVERA M/L LINO P/CABALLERO BRIGHT WHITE,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CUBAVERA GUAYABERA,795570519648
C9HW0034-100D/L,H. CAMISA CUBAVERA M/L LINO P/CABALLERO BRIGHT WHITE,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CUBAVERA GUAYABERA,795570519662
VE-DAFNE M/L,M. VESTIDO P/DAMA AZUL / BLANCO,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-DAFNE M/OL
VE-DAFNE M/M,M. VESTIDO P/DAMA AZUL / BLANCO,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-DAFNE M/OM
VE-DAFNE M/S,M. VESTIDO P/DAMA AZUL / BLANCO,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-DAFNE M/OS
VE-LIRATA/S,M. VESTIDO P/DAMA MAMEY,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-LIRATA/OS
VE-ABRIL LI/S,M. VESTIDO P/DAMA LINO BLANCO/VERDE,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-ABRIL LI/OS
VE-ABRIL LI/M,M. VESTIDO P/DAMA LINO BLANCO/VERDE,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-ABRIL LI/OM
VE-ABRIL LI/L,M. VESTIDO P/DAMA LINO BLANCO/VERDE,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-ABRIL LI/OL
VE-NATHALI/M,M. VESTIDO P/DAMA ROSA ESTAMPADO,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-NATHALI/OM
VE-NATHALI/S,M. VESTIDO P/DAMA ROSA ESTAMPADO,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-NATHALI/OS
VE-LENA/L,M. VESTIDO P/DAMA  LILA / BEIGE,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-LENA/OL
VE-LENA/M,M. VESTIDO P/DAMA  LILA / BEIGE,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-LENA/OM
VE-GENA M/L,M. VESTIDO P/DAMA ACEITUNA / BLANCO,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-GENA M/OL
VE-GENA M/M,M. VESTIDO P/DAMA ACEITUNA / BLANCO,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-GENA M/OM
VE-GENA M/S,M. VESTIDO P/DAMA ACEITUNA / BLANCO,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,VE-GENA M/OS
BL-MALI/S,M. BLUSA P/DAMA FUCSIA / NEGRO,SKU duplicado,Depurar duplicados,RYWb40xjCJE6bZ1m,,BL-MALI/OS
T8529-WH/L,M. BLUSA P/DAMAS BLANCA,SKU duplicado,Depurar duplicados,RYWb40xjCJE6bZ1m,,T8529-WH/OL
FD8763-RO/S,M. VESTIDO P/DAMAS ESTAMPADO ROSA,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,FD8763-RO/OS
FD8763-RO/M,M. VESTIDO P/DAMAS ESTAMPADO ROSA,SKU duplicado,Depurar duplicados,3RBe3DlqFmoxaLJr,,FD8763-RO/OM
SWT70072-WH/M,M. TOP P/DAMAS BLANCA ,SKU duplicado,Depurar duplicados,gArb63z8io7MdyR7,,SWT70072-WH/OM
R679-PR/L,M. PANTALON P/DAMAS PALO ROSA ,SKU duplicado,Depurar duplicados,grRbDnR8fBwMe6L2,,R679-PR/OL
SWT7000A-NA/L,M. TOP P/DAMAS NARANJA,SKU duplicado,Depurar duplicados,gArb63z8io7MdyR7,,SWT7000A-NA/OL
DBZ1-BL/S,M. TOP FLOR P/DAMA BLACK,SKU duplicado,Depurar duplicados,gArb63z8io7MdyR7,,DBZ1-BL/OS
DE107/L,M. ENTERIZO NEGRO,SKU duplicado,Depurar duplicados,Q9jaKpEDCqP9bk5K,,DE107/OL
DBZ1-FU/L,M. TOP FLOR P/DAMA FUCSIA,SKU duplicado,Depurar duplicados,gArb63z8io7MdyR7,,DBZ1-FU/OL
DBZ1-FU/M,M. TOP FLOR P/DAMA FUCSIA,SKU duplicado,Depurar duplicados,gArb63z8io7MdyR7,,DBZ1-FU/OM
CM0005MBU-16.5-S1,H. CAMISA P/S BRUNO CASSINI M. BLUE 32-33,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,C005MBU231651
CM0005LBU-15.5-S2,H. CAMISA P/S BRUNO CASSINI LIGHT BLUE 34-35,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,C005LBU231552
CM0005MBU-16.5-S2,H. CAMISA P/S BRUNO CASSINI M. BLUE 34-35,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,C005MBU231652
CM0005PUR-16.5-S2,H. CAMISA P/S BRUNO CASSINI PURPLE 34-35,SKU duplicado,Depurar duplicados,gDGe7K3Zfm2yen2x,CASSINI CAMISAS CABALLEROS,C005PUR231652
