product_tmpl_id,template_name,variant_count,duplicated_attributes,sample_variant_values
__import__.product_template_23c29386_86bc_2,Terno 23C29386-86BC-2,25,Tallax2,"Talla: 62,Talla: 62"
__import__.product_template_23e2780_n_bc_2,Terno 23E2780-N-BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e312010_1bc_2,Terno 23E312010-1BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e312010_3bc_2,Terno 23E312010-3BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e312010_4bc_2,Terno 23E312010-4BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e312010_8bc_2,Terno 23E312010-8BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e3705_25bc_2,Terno 23E3705-25BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e5296_4bc_2,Terno 23E5296-4BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_23e9919_95bc_2,Terno 23E9919-95BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24b11210_100bc_2,Terno 24B11210-100BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24b3931_1bc_2,Terno 24B3931-1BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24c25168_219_bc_2,Terno 24C25168-219-BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24c27428_65_bc_2,Terno 24C27428-65-BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24c28061_76bc_2,Terno 24C28061-76BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24c29118_12bc_2,Terno 24C29118-12BC-2,36,Tallax2,"Talla: 60,Talla: 60"
__import__.product_template_24c29918_10_bc_2,Terno 24C29918-10-BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24c29918_12_bc_2,Terno 24C29918-12-BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24c29918_13_bc_2,Terno 24C29918-13-BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24c29918_15_bc_2,Terno 24C29918-15-BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24c29918_16_bc_2,Terno 24C29918-16-BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24c29918_19_bc_2,Terno 24C29918-19-BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24c29918_20_bc_2,Terno 24C29918-20-BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24e2712_3bc_2,Terno 24E2712-3BC-2,169,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24e312010_6bc_2,Terno 24E312010-6BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24e510097_5bc_2,Terno 24E510097-5BC-2,169,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_24es296_4_bc_2,Terno 24ES296-4-BC-2,16,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25b231291_1bc_2,Terno 25B231291-1BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25b231291_24bc_2,Terno 25B231291-24BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25c0905_101bc_2,Terno 25C0905-101BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25c0905_11bc_2,Terno 25C0905-11BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25c0905_25bc_2,Terno 25C0905-25BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25c0905_81bc_2,Terno 25C0905-81BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25c29118_10bc_2,Terno 25C29118-10BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25c29118_13bc_2,Terno 25C29118-13BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25c29375_56bc_2,Terno 25C29375-56BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25c35289_93bc_2,Terno 25C35289-93BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25e27112_6bc_2,Terno 25E27112-6BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_25e27122_42bc_2,Terno 25E27122-42BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_c008_black_2_bc_2,Terno C008-BLACK-2-BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_c24es296_4_bc_2,Terno C24ES296-4-BC-2,36,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_c25b231291_24bc_2,Terno C25B231291-24BC-2,25,Tallax2,"Talla: 50,Talla: 50"
__import__.product_template_c25c0905_11bc_2,Terno C25C0905-11BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_c25c0905_25bc_2,Terno C25C0905-25BC-2,9,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_c25c29118_13bc_2,Terno C25C29118-13BC-2,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_cb_h20_005nv,Terno CB-H20-005NV,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_cb_h22_006bw,Terno CB-H22-006BW,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_cb_h22_006nv,Terno CB-H22-006NV,64,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_cv_l20_001gr_c,Terno CV-L20-001GR-C,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_cv_l20_002bl_f,Terno CV-L20-002BL-F,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_cv_l20_002bu_c,Terno CV-L20-002BU-C,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_cv_l20_002ch_c,Terno CV-L20-002CH-C,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_cv_l20_002ltgr_c,Terno CV-L20-002LTGR-C,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_cv_l20_002nv_c,Terno CV-L20-002NV-C,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_cv_t11_031_gr,Terno CV-T11-031-GR,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_cv_t11_031_nv,Terno CV-T11-031-NV,49,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_fa_20_678u_ch,Terno FA-20-678U-CH,25,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_fa_33_1000f_nv,Terno FA-33-1000F-NV,9,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_fa_33_1000f_sl,Terno FA-33-1000F-SL,9,Tallax2,"Talla: 38,Talla: 38"
__import__.product_template_fa_33_1001f_burg,Terno FA-33-1001F-BURG,16,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_fa_33_1035br,Terno FA-33-1035BR,36,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_fa_33_999r_nv,Terno FA-33-999R-NV,16,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_jeans_431f309n,Terno JEANS-431F309N,16,Tallax2,"Talla: 6,Talla: 6"
__import__.product_template_lbpc_b21_101s_ch,Terno LBPC-B21-101S-CH,25,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_lbpc_b21_101s_ink,Terno LBPC-B21-101S-INK,25,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_lbpc_b21_101s_ka,Terno LBPC-B21-101S-KA,9,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_lbpc_b21_101s_nv,Terno LBPC-B21-101S-NV,9,Tallax2,"Talla: 34,Talla: 34"
__import__.product_template_ocbs3100_059,Terno OCBS3100-059,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_opbb0099_250_op,Terno OPBB0099-250.OP,9,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_opbb0099_413_op,Terno OPBB0099-413.OP,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_opbb2000_281,Terno OPBB2000-281,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_opbs1099_352,Terno OPBS1099-352,49,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_sp_wht_ba,Terno SP-WHT-BA,36,Tallax2,"Talla: 7.5,Talla: 7.5"
__import__.product_template_tcw30840_az,Terno TCW30840-AZ,16,Tallax2,"Talla: 36,Talla: 36"
__import__.product_template_tl_10_500b,Terno TL-10-500B,36,Tallax2,"Talla: 46,Talla: 46"
__import__.product_template_tl_20_500a,Terno TL-20-500A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_20_500b,Terno TL-20-500B,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_20_500c,Terno TL-20-500C,25,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_b23_1103a_a,Terno TL-B23-1103A.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_b23_1103b_a,Terno TL-B23-1103B.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_b23_1103c_a,Terno TL-B23-1103C.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_b23_1103d_a,Terno TL-B23-1103D.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_d23_1101a_a,Terno TL-D23-1101A.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_d23_1101b_a,Terno TL-D23-1101B.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_d23_1101c_a,Terno TL-D23-1101C.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_d23_1101d_a,Terno TL-D23-1101D.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_d23_1102a_a,Terno TL-D23-1102A.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_d23_1102b_a,Terno TL-D23-1102B.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_d23_1102c_a,Terno TL-D23-1102C.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_d23_1102d_a,Terno TL-D23-1102D.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_x25_501a_a,Terno TL-X25-501A.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_x25_501b_a,Terno TL-X25-501B.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_x25_501c_a,Terno TL-X25-501C.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_x25_501d_a,Terno TL-X25-501D.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_x25_501f_a,Terno TL-X25-501F.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_x25_501g_a,Terno TL-X25-501G.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_x25_505b_a,Terno TL-X25-505B.A,4,Tallax2,"Talla: 32,Talla: 32"
__import__.product_template_tl_x25_505d_a,Terno TL-X25-505D.A,16,Tallax2,"Talla: 34,Talla: 34"
__import__.product_template_tl_x25_506_a,Terno TL-X25-506.A,25,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_x25_509_a,Terno TL-X25-509.A,9,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_x25_513a_a,Terno TL-X25-513A.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_y23_101b_a,Terno TL-Y23-101B.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_y23_104a_a,Terno TL-Y23-104A.A,25,Tallax2,"Talla: 32,Talla: 32"
__import__.product_template_tl_y23_104a_b,Terno TL-Y23-104A.B,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_tl_y23_104b_a,Terno TL-Y23-104B.A,36,Tallax2,"Talla: 30,Talla: 30"
__import__.product_template_fd11080_cp27,VESTIDO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_juliana,VESTIDO (ve_juliana),4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_meli,VESTIDO (ve_meli),4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_milady,VESTIDO (ve_milady),4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_vest_amapola_cof,VESTIDO AMAPOLA CAFÉ,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_ariadna_rd,VESTIDO ARIADNA RED,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_ariana_wh,VESTIDO ARIANA WHITE,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_beatrice_rd,VESTIDO BEATRICE RED,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_carson_mus,VESTIDO CARSON MUSTARD,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_carson_vn,VESTIDO CARSON VINO,4,Tallax2,"Talla: L,Talla: L"
__import__.product_template_ve_chenoa_wh,VESTIDO CHENOA WHITE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_clarisa_bge,VESTIDO CLARISA BEIGE,9,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_dalila,VESTIDO DALILA FUCSIA T.S-M-L,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_vest_laura_b,VESTIDO DAMA BLANCO - VERDE,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_ela_stp,VESTIDO ELA ESTAMPADO,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_vest_elda_blk,VESTIDO ELDA BLACK,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_vest_elsa_wh,VESTIDO ELSA WHITE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_aurora_consig,VESTIDO FUCSIA,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_gaia_tur,VESTIDO GAIA TURQUESA,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_grazzia_uni,VESTIDO GRAZZIA UNICOLOR VERDE T. S-M-L,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_vest_hortensi_rd,VESTIDO HORTENCIA RED,9,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_ines_az,VESTIDO INES FLORES AZUL,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_ines_red,VESTIDO INES RED,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_isabela,VESTIDO ISABELA CELESTE T S MOSTAZA ROSA T.M,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_joli_tur,VESTIDO JOLIE TURQUESA,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_vest_kenya_tr,VESTIDO KENYA TERRACOTA,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_lea_vn,VESTIDO LEA VINO TINTO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_sara,VESTIDO LIMON LILA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_lucero_nvy,VESTIDO LUCERO NAVY,4,Tallax2,"Talla: L,Talla: L"
__import__.product_template_ve_maia_blk,VESTIDO MAIA BLACK,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_maia_pl,VESTIDO MAIA PLATA,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_marce_bl,VESTIDO MARCELA ZOLEY BLACK,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_marce_wh,VESTIDO MARCELA ZOLEY WHITE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_maribel,VESTIDO MARIBEL ROJO-AZUL,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_micaela_az,VESTIDO MICAELA AZUL,9,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_micaela_pi,VESTIDO MICAELA PISTACHO,4,Tallax2,"Talla: L,Talla: L"
__import__.product_template_ve_midi_maxi_bl,VESTIDO MIDI/MAXI BLACK,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_lola,VESTIDO NEGRO-ROSA,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_nino_bge,VESTIDO NINOSKA BEIGE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_vest_palomino_wh,VESTIDO PALOMINO BLANCO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_roxana_wh,VESTIDO ROXANA WHITE,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_silvana,VESTIDO SILVANA PISTACHO T S. MAGENTA T M,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_stella_choc,VESTIDO STELLA CHOCOLATE,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_stella_vn,VESTIDO STELLA VINO,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_tani_pur,VESTIDO TANIA PURPURA,4,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_lina,VESTIDO VERDE-FUCSIA-ESTAMP,9,Tallax2,"Talla: S,Talla: S"
__import__.product_template_ve_viviene_ol,VESTIDO VIVIENE OLIVO,4,Tallax2,"Talla: M,Talla: M"
__import__.product_template_ve_whit_bge,VESTIDO WHITNEY BEIGE CIRCULOS,4,Tallax2,"Talla: L,Talla: L"
__import__.product_template_z2625_negro,ZAPATO NEGRO,4,Ancho Corbatax2,"Ancho Corbata: 6 cm,Ancho Corbata: 6 cm"
__import__.product_template_z923_negro,ZAPATO NEGRO (z923_negro),4,Ancho Corbatax2,"Ancho Corbata: 6 cm,Ancho Corbata: 6 cm"
__import__.product_template_z723_plata,ZAPATO PLATA,4,Ancho Corbatax2,"Ancho Corbata: 6 cm,Ancho Corbata: 6 cm"
__import__.product_template_zp_0907_brw,Zapato ZP-0907-BRW,64,Tallax2,"Talla: 6.5,Talla: 6.5"
__import__.product_template_zp_1002_ambar_vn,Zapato ZP-1002-AMBAR-VN,25,Tallax2,"Talla: 5.5,Talla: 5.5"
__import__.product_template_zp_1004_picasso_ne,Zapato ZP-1004-PICASSO-NE,25,Tallax2,"Talla: 5.5,Talla: 5.5"
__import__.product_template_zp_50224_cassini_brw,Zapato ZP-50224-CASSINI-BRW,64,Tallax2,"Talla: 6.5,Talla: 6.5"
__import__.product_template_zp_50224_cassini_cof,Zapato ZP-50224-CASSINI-COF,49,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_50224_cassini_vn,Zapato ZP-50224-CASSINI-VN,64,Tallax2,"Talla: 6.5,Talla: 6.5"
__import__.product_template_zp_cassini_ambar_ml,Zapato ZP-CASSINI-AMBAR-ML,4,Tallax2,"Talla: 6,Talla: 6"
__import__.product_template_zp_cassini_gaziano_blk,Zapato ZP-CASSINI-GAZIANO-BLK,16,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_cassini_oxford_ml,Zapato ZP-CASSINI-OXFORD-ML,36,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_cassini_ps_pt_blk,Zapato ZP-CASSINI-PS-PT-BLK,121,Tallax2,"Talla: 5.5,Talla: 5.5"
__import__.product_template_zp_cassini_ps_pt_brw,Zapato ZP-CASSINI-PS-PT-BRW,64,Tallax2,"Talla: 6.5,Talla: 6.5"
__import__.product_template_zp_cassini_ps_pt_cof,Zapato ZP-CASSINI-PS-PT-COF,64,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_cassini_ps_pt_vn,Zapato ZP-CASSINI-PS-PT-VN,64,Tallax2,"Talla: 6.5,Talla: 6.5"
__import__.product_template_zp_casssini_charolina,Zapato ZP-CASSSINI-CHAROLINA,64,Tallax2,"Talla: 6.5,Talla: 6.5"
__import__.product_template_zp_gam_az_cassini,Zapato ZP-GAM-AZ-CASSINI,25,Tallax2,"Talla: 7.5,Talla: 7.5"
__import__.product_template_zp_gam_az_s_f_cassini,Zapato ZP-GAM-AZ-S/F-CASSINI,36,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_gam_cof_cassini,Zapato ZP-GAM-COF-CASSINI,25,Tallax2,"Talla: 7.5,Talla: 7.5"
__import__.product_template_zp_gam_cof_s_f_cassini,Zapato ZP-GAM-COF-S/F-CASSINI,36,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_gam_cr_s_f_cassini,Zapato ZP-GAM-CR-S/F-CASSINI,49,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_gam_ml_s_f_cassini,Zapato ZP-GAM-ML-S/F-CASSINI,36,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_gam_ne_s_f_cassini,Zapato ZP-GAM-NE-S/F-CASSINI,36,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_gam_vn_s_f_cassini,Zapato ZP-GAM-VN-S/F-CASSINI,9,Tallax2,"Talla: 7.5,Talla: 7.5"
__import__.product_template_zp_loafer_h,Zapato ZP-LOAFER-H,49,Tallax2,"Talla: 6.5,Talla: 6.5"
__import__.product_template_zp_loafer_h_brw,Zapato ZP-LOAFER-H-BRW,36,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_pat_co_c_cassini,Zapato ZP-PAT-CO-C-CASSINI,49,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_pat_vn_cassini,Zapato ZP-PAT-VN-CASSINI,49,Tallax2,"Talla: 7,Talla: 7"
__import__.product_template_zp_rz_coffe_tl,Zapato ZP-RZ-COFFE-TL,36,Tallax2,"Talla: 7,Talla: 7"
